Study_id,Instance,Monomer_A,Monomer_B,Monomer_C,3HB_ratio,3HV_ratio,4HV_ratio,Mw,Units_Mw,Mn,Units_Mn,PDI,Shape,Diameter,Diameter_Units,Length,Units_Length,Thickness,Units_Thickness,Zeta_Potential,Units_Zeta_Potential,Additive1,Additive1_Name,Additive1_Percentage,Additive1_Use,Additive2_Name,Additive2_Percentage,Additive2_Use,Additive3_Name,Additive3_Percentage,Additive3_Use,Polymer_Percentage,Species_Name,Species_Group,Initial_Organism_Age,Units_Initial_Organism_Age,Initial_Organism_Size,Units_Initial_Organism_Size,Exposure_type,Media_type,Test_location,Tested_Concentration,Units_Tested_Concentration,Observation_Period,Units_Observation_Period,Exposure_Regime,EC_10,EC_10_Units,EC_20,EC_20_Units,EC_50,EC_50_Units,Toxic_Units,LC_50,LC_50_Units,LD_50,LD_50_Units,Mortality_Percentage,Body_Mass_Change_Percentage,Size_Increase,Size_Increase_Units,Number_of_Juveniles,Number_of_Cocoons,SGI_Percentage,Survival_rate_percentage,Normal_Plutei_Percentage,SGR,SGR_Units,WG,WG_Units,Plant_Height,Plant_Height_Units,Shoot_Biomass,Shoot_Biomass_Units,Foliar_C_N_ratio,Plant_Growth,Toxicity_Grade,Toxicity_Classification
18,3,3HB,,,100.0,0.0,0.0,,,,,,Nanoparticles,75.0,nm,,,,,19.7,mV,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Daphnia_Magna,Aquatic_Organisms,,,,,Waterborne,Freshwater_simulation,Lab,50.0,mg/L,3.0,days,Acute,,,,,106.7,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,1,Moderately_Toxic
19,1,3HB,,,100.0,0.0,0.0,,,,,,Microparticles,60.0,μm,,,,,,,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Daphnia_Magna,Aquatic_Organisms,Neonates,,,,Waterborne,Freshwater,Lab,150.0,mg/L,0.16666666666666666,days,Acute,50.0,mg/L,,,190.0,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,0,Non_Toxic
20,1,3HB,4HV,,30.0,0.0,70.0,702.0,,7800.0,g/mol,0.09,Nanoparticles,160.0,nm,,,,,,,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Rattus_norvegicus,Air_Breathing_Animals,,,,,Orally,,Lab,2000.0,mg/kg,1.0,days,Acute,,,,,,,,,,2000.0,mg/kg,,,,,,,,,,,,,,,,,,,,0,Non_Toxic
20,2,3HB,4HV,,30.0,0.0,70.0,702.0,,7800.0,g/mol,0.09,Nanoparticles,160.0,nm,,,,,,,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Rattus_norvegicus,Air_Breathing_Animals,,g,,,Orally,,Lab,500.0,mg/kg/day,28.0,days,Chronic,,,,,,,,,,2000.0,mg/kg,,,,,,,,,,,,32.4096385542168,g,,,,,,,0,Non_Toxic
20,3,3HB,4HV,,30.0,0.0,70.0,702.0,,7800.0,g/mol,0.09,Nanoparticles,160.0,nm,,,,,,,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Rattus_norvegicus,Air_Breathing_Animals,,g,,,Orally,,Lab,1000.0,mg/kg/day,28.0,days,Chronic,,,,,,,,,,2000.0,mg/kg,,,,,,,,,,,,31.2048192771084,g,,,,,,,0,Non_Toxic
20,4,3HB,4HV,,30.0,0.0,70.0,702.0,,7800.0,g/mol,0.09,Nanoparticles,160.0,nm,,,,,,,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Rattus_norvegicus,Air_Breathing_Animals,,g,,,Orally,,Lab,2000.0,mg/kg/day,28.0,days,Chronic,,,,,,,,,,2000.0,mg/kg,,,,,,,,,,,,34.0963855421686,g,,,,,,,0,Non_Toxic
20,5,3HB,4HV,,30.0,0.0,70.0,702.0,,7800.0,g/mol,0.09,Nanoparticles,160.0,nm,,,,,,,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Rattus_norvegicus,Air_Breathing_Animals,,g,,,Orally,,Lab,500.0,mg/kg/day,28.0,days,Chronic,,,,,,,,,,2000.0,mg/kg,,,,,,,,,,,,41.1326983076062,g,,,,,,,0,Non_Toxic
20,6,3HB,4HV,,30.0,0.0,70.0,702.0,,7800.0,g/mol,0.09,Nanoparticles,160.0,nm,,,,,,,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Rattus_norvegicus,Air_Breathing_Animals,,g,,,Orally,,Lab,1000.0,mg/kg/day,28.0,days,Chronic,,,,,,,,,,2000.0,mg/kg,,,,,,,,,,,,41.7396372994081,g,,,,,,,0,Non_Toxic
20,7,3HB,4HV,,30.0,0.0,70.0,702.0,,7800.0,g/mol,0.09,Nanoparticles,160.0,nm,,,,,,,No,,0.0,not_applicable,,0.0,not_applicable,,0.0,not_applicable,100.0,Rattus_norvegicus,Air_Breathing_Animals,,g,,,Orally,,Lab,2000.0,mg/kg/day,28.0,days,Chronic,,,,,,,,,,2000.0,mg/kg,,,,,,,,,,,,48.8711704530812,g,,,,,,,0,Non_Toxic
21,1,3HB,3HV,,,0.0,0.0,,,,,,Nanoparticles,349.0,nm,,,,,-17.6,mV,Yes,Docetaxel,8.0,Drug,,0.0,not_applicable,,0.0,not_applicable,92.0,Mouse,Air_Breathing_Animals,,g,,,IV,,Lab,25.0,mg/kg,30.0,days,Chronic,,,,,,,,,,,,100.0,9.0,2.65,g,,,,,,,,,,,,,,,,0,Non_Toxic
